measure,correct_label,label,message
TN,ham,ham,juz go google n search qet
TN,ham,ham,many times lose best ones bcoz
TN,ham,ham,good friends care close friends understand true friends stay forever beyond words beyond time gud
TN,ham,ham,getting back home
TN,ham,ham,sorry ill call later ltgt mins
TN,ham,ham,dun need use dial juz open da browser n surf
TP,spam,spam,one registered subscribers u enter draw gb gift voucher replying enter unsubscribe text stop
TN,ham,ham,awesome plan get time like ltgt ill text details wee bit
TN,ham,ham,take care sleep wellyou need learn change lifeyou need get convinced thati wait conversations usget convinced timeyour family many sensesrespect overemphasiseor u role life
TP,spam,spam,chance win free bluetooth headset simply reply back adp
TN,ham,ham,also didnt get na hi hi hi hi hi
TN,ham,ham,ya cant display internal subs got ta extract
TN,ham,ham,said anything wrong sorry de
TN,ham,ham,sad story man last week bday wife didnt wish parents forgot n kids went work even colleagues wish
TN,ham,ham,stupid say challenge godyou dont think write instead respond immed
TN,ham,ham,yeah able ill text im ready meet
TN,ham,ham,v skint fancied bevieswaz gona go meet othrs spoon jst bin watchng planet earthsofa v comfey dont make hav gd night
TN,ham,ham,says hes quitting day wudnt take much notice nah didnt mind gon na see want come taunton tonight u tell
FP,ham,spam,get free call
TN,ham,ham,little darlings far week need coffee run tomocant believe time week already
TN,ham,ham,ok msg u leave house
TN,ham,ham,still west coast haiz Ã¬Ã¯ll take forever come back
TN,ham,ham,mmm fuck merry christmas
TN,ham,ham,alright thanks advice enjoy night ima try get sleep
TN,ham,ham,update face book status frequently
TN,ham,ham,saw messageit k da
TN,ham,ham,something u ate
TN,ham,ham,bank say money
TN,ham,ham,aiyar dun disturb u liao thk u lots aft ur cupboard come
TN,ham,ham,hey r watching movie tonight ill prob b home early
TN,ham,ham,yar lor u noe u used dat route
TN,ham,ham,coming gym machan goodnight
TN,ham,ham,dont think need yellow card uk travel ask someone gone ltgt bucks
TN,ham,ham,u look da lib got stuff havent finish yet
TN,ham,ham,sounds great im going sleep good night
TP,spam,spam,dont b floppy b snappy happy gay chat service photo upload call stop texts call
TN,ham,ham,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand
TN,ham,ham,come u got nothing
TN,ham,ham,nothing ever easy dont looking reason take risk life love
TN,ham,ham,want grasp pretty booty
TN,ham,ham,ive got tea sure flavour
TN,ham,ham,im going orchard laready reaching soon u reaching
TN,ham,ham,dear denying words please
TN,ham,ham,know old dom told yesterday name roger got touch last night wants meet today pm
TN,ham,ham,come back tampa ffffuuuuuuu
TN,ham,ham,celebrate bÃ¥Ãµday else
TN,ham,ham,merry christmas u annie
TN,ham,ham,please tell special stock talking
TN,ham,ham,sent like
TP,spam,spam,urgent ur awarded complimentary trip eurodisinc trav claim txt dis
TN,ham,ham,awesome minute
TN,ham,ham,problem walk around julianaland oblivious going around say things constantly go one ear go whatever want dont know im upsetits dont listen tell going upset want surprised im mad
TN,ham,ham,ive told everything stop dont let get dehydrated
TN,ham,ham,guess ltgt min
TN,ham,ham,im home ard wat time u reach
TN,ham,ham,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone name person
TN,ham,ham,want mapquest something look usf dogwood drive
TN,ham,ham,aight plan come later tonight
TN,ham,ham,die accidentally deleted e msg suppose put e sim archive haiz sad
TP,spam,spam,welcome ukmobiledate msg free giving free calling future mgs billed daily cancel send go stop
TN,ham,ham,wishing great day moji told offer always speechless offer easily go great lengths behalf stunning exam next friday keep touch sorry
TN,ham,ham,thanks reply today ur visa coming r u still buying gucci bags sister things easy uncle john also bills really need think make money later sha
TN,ham,ham,sorry flaked last night shits seriously goin roommate tonight
TN,ham,ham,said look pretty wif long hair wat thk hes cutting quite short leh
TN,ham,ham,ranjith cal drpd deeraj deepak hold
TN,ham,ham,cheers callin babesozi culdnt talkbut wannatell u details later wenwecan chat properly x
TN,ham,ham,hey u still gym
TN,ham,ham,said u mind go bedroom minute ok sed sexy mood came minuts latr wid caken wife
TN,ham,ham,much better thanks lol
TN,ham,ham,nothing smsing u n xy lor sorry lor da guys neva c u person sort know u lor u wan meet xy ask bring u along next meeting
TN,ham,ham,lem know swing pick im free basically time semester
TN,ham,ham,wa u efficient gee thanx
TP,spam,spam,received mobile content enjoy
TN,ham,ham,able sleep
FN,spam,ham,want explicit sex secs ring costs
TN,ham,ham,meet soon princess ttyl
TN,ham,ham,ill pick go taunton still want come
TN,ham,ham,oh outside players allowed play know
TN,ham,ham,anything lor
TN,ham,ham,erutupalam thandiyachu
TN,ham,ham,cant u try new invention flyim joking
TN,ham,ham,noits ful song lyrics
TN,ham,ham,u reckon need arrange transport u cant thanks
TN,ham,ham,true lov n care wil nevr go unrecognized though somone often makes mistakes valuing definitly undrstnd start missing
TN,ham,ham,shopping eh ger toking abt syd lehhaha
TN,ham,ham,standing
TN,ham,ham,good weekend
TN,ham,ham,miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one great phone receiving quality wins
TN,ham,ham,call get chance plz
TN,ham,ham,new deus ex game comin early next yr
TN,ham,ham,computer fried essential part dont keep spares fucking idiot roommates looovvve leaving thing running full ltgt
TN,ham,ham,friend shes studying warwick weve planned go shopping concert tmw may canceled havnt seen ages yeah get together sometime
TN,ham,ham,probably couple hours tops
TN,ham,ham,lol grins im babe thanks thinking
TN,ham,ham,man bus slow think youre gon na get
TN,ham,ham,hope text meets smiling let text give reason smile beautiful day
TN,ham,ham,case wake wondering forgot take care something grandma today done parade
TN,ham,ham,ok
TP,spam,spam,latest nokia mobile ipod player proze guaranteed reply win norcorp
TP,spam,spam,sms services inclusive text credits pls goto wwwcomuknet login unsubscribe stop extra charge help
TN,ham,ham,nvm take ur time
TN,ham,ham,wats da decision
TN,ham,ham,wot u bitch
TN,ham,ham,stupidits possible
TN,ham,ham,told hr want posting chennaibecause im working
TP,spam,spam,mobile club choose top quality items mobile
TN,ham,ham,guys leaving
TN,ham,ham,neva grumble sad lor hee buy tmr lor aft lunch still meetin lunch tmr neva hear fr lei Ã¬Ã¯ got lot work ar
TN,ham,ham,able anything
TN,ham,ham,Ã¬Ã¯ takin linear algebra today
TN,ham,ham,weekend fine excuse much decorating
TN,ham,ham,sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss
TN,ham,ham,project pa come
FN,spam,ham,money wining number wot next
TN,ham,ham,sure whenever show fuck gt
TN,ham,ham,random saw old roomate campus graduated
TP,spam,spam,congrats mobile videophones r call videochat wid ur mates play java games dload polyh music noline rentl
TN,ham,ham,men always needs beautiful intelligent caring loving adjustable cooperative wife law allows one wife
TN,ham,ham,sucks got planned yo valentine yo valentine arent
TN,ham,ham,got part nottingham hrs good thing love man much hey ho
TN,ham,ham,think one saying clearly ok leave need ask go come
TN,ham,ham,hi good mornin thanku wish u
TN,ham,ham,u want meet
TN,ham,ham,actually decided hungry havent left yet v
TN,ham,ham,ive sent part
TN,ham,ham,cos shopping wif darren jus n called ask wat present wan lor started guessing wif n finally guessed darren lor
TP,spam,spam,want cock hubbys away need real man satisfy txt wife strings action txt stop end txt rec otbox
TN,ham,ham,understand loss gain work school
TN,ham,ham,u missed u havent much bit bored holiday want go bak college sad isnt itxx
TN,ham,ham,hiya probably coming home weekend next
TN,ham,ham,dont forget though love walk beside watching keeping heart warm
TN,ham,ham,wish things different wonder able show much value pls continue brisk walks drugs without askin please find things laugh love dearly
TN,ham,ham,ok days making dinner tonite invited
TP,spam,spam,new service live sex video chat mob see sexiest dirtiest girls live ur phone details text horny cancel send stop
TN,ham,ham,money steve mate
TN,ham,ham,im late tellmiss im way
TN,ham,ham,never blame day ur life good days give u happiness bad days give u experience essential life gods blessings good morning
TN,ham,ham,normally use drink water daily
TN,ham,ham,dare ask luck sorting car
TN,ham,ham,partys place usf charge contribute way greatly appreciated yeah got room one
TN,ham,ham,urgh coach hot smells chip fat thanks especially duvet predictive text word
TN,ham,ham,hiya last night ive naughty bought clothes little ready shopping tho kind time wan na meet
FN,spam,ham,freemsg hi baby wow got new cam moby wan na c hot pic fancy chatim rply chat hlp
TN,ham,ham,ive trying reach without success
TN,ham,ham,derek done class
TN,ham,ham,never lei v lazy got wat dat day send da url cant work one
TN,ham,ham,never try alone take weight tear comes ur heart falls ur eyes always remember stupid friend share bslvyl
TN,ham,ham,hey mate spoke mag people weÃ»re deliver end month deliver sept talk later
TN,ham,ham,hope good week checking
TN,ham,ham,haha friend tyler literally asked could get dubsack
TN,ham,ham,hey u fancy meetin cha Ã¥Ã° hav lil beverage txt ring meet quite tired got vpist love pete x x x
TN,ham,ham,great safe trip dont panic surrender
TN,ham,ham,symptoms u love like listening songs get stopped u see name beloved wont get angry
TN,ham,ham,sun ah thk mayb dun anythin thk book e lesson e pilates orchard mrt u noe hor
TN,ham,ham,try something dear read something exams
TN,ham,ham,wonders world ur style ur smile ur personality ur nature ur sms ur lovely friendship good morning dear
FP,ham,spam,gettin rdy ship comp
TN,ham,ham,hospital da return home evening
TN,ham,ham,piss talking someone realise u point itnow read backwards
TN,ham,ham,think da wil
TN,ham,ham,im awake oh whats
TN,ham,ham,good afternoon boytoy goes walking day get police abstract still wake miss babe
TN,ham,ham,much u trying get
TN,ham,ham,come around ltdecimalgt pm vikkyim otside nw il come tht time
TN,ham,ham,tell address
TN,ham,ham,honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack jokes gmgngegn
TN,ham,ham,buy blackberry bold torch buy new used let know plus saying buy ltgt g wifi ipad saying ltgt g
TN,ham,ham,together thinkin
TN,ham,ham,hiya hows going sunny africa hope u r avin good time give big old silver back big kiss
TN,ham,ham,time come tomorrow
TP,spam,spam,wan na laugh try chitchat mobile logon txting word chat send cm po box london rcvd
TN,ham,ham,cha quiteamuzing thatÃ¥Ãµscool babe
TN,ham,ham,omg u know ate
TP,spam,spam,urgent attempt contact uu
TN,ham,ham,
TN,ham,ham,directly behind abt rows behind
TP,spam,spam,congratulations ur awarded cd vouchers guaranteed free entry wkly draw txt music
TP,spam,spam,contract mobile mnths latest motorola nokia etc free double mins text orange tariffs text yes callback remove records
TP,spam,spam,urgent call landline complimentary ibiza holiday cash await collection sae tcs po box ppm
TN,ham,ham,plans yet
TN,ham,ham,hi engagement fixd ltgt th next month know really shocking bthmm njan vilikkamt ws al sudn
TN,ham,ham,course maths one day one chapter one month finish
TN,ham,ham,wow didnt think common take back ur freak unless u chop
TP,spam,spam,ur chance win wkly shopping spree txt shop tscs custcare
TN,ham,ham,noooooooo please last thing need stress life fair
TP,spam,spam,u secret admirer looking make contact ufind rreveal thinks ur specialcall
TP,spam,spam,mila blonde new uk look sex uk guys u like fun text mtalk increments
TN,ham,ham,ill see swing bit got things take care firsg
TN,ham,ham,wanted wish happy new year wanted talk legal advice gary split person ill make trip ptbo hope everything good babe love ya
TN,ham,ham,finished work yet something
TN,ham,ham,tomorrow going theatre come wherever u call tell come tomorrow
TP,spam,spam,well done england get official poly ringtone colour flag yer mobile text tone flag optout txt eng stop
TN,ham,ham,right wasnt phoned someone number like
TN,ham,ham,ok wun b angry msg u aft come home tonight
TN,ham,ham,good time nice something bit different weekends change see ya soon
TN,ham,ham,yo sorry shower sup
TN,ham,ham,carlos pick ill swing usf little bit
TN,ham,ham,full heat pa applyed oil pa
TN,ham,ham,im stuck da middle da row da right hand side da lt
FP,ham,spam,laid airtel line rest
TN,ham,ham,hi u decide wot get bday ill prob jus get voucher frm virgin sumfing
TP,spam,spam,freemsg txt call claim reward hours talk time use phone inc stoptxtstop
TN,ham,ham,hey j r u feeling better
TN,ham,ham,dont plan staying night prolly wont back til late
TN,ham,ham,thanx puttin da fone
TN,ham,ham,need im campus atm could pick hour two
TN,ham,ham,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch
TN,ham,ham,running managed minutes needed oxygen might resort roller option
TN,ham,ham,live next ltgt mins
TN,ham,ham,de asking like
TN,ham,ham,glad talking
TN,ham,ham,wat time finish
TN,ham,ham,sorry da gone mad many pending works
TN,ham,ham,much got cleaning
TN,ham,ham,hows favourite person today r u workin hard couldnt sleep last nite nearly rang u
TP,spam,spam,sunshine quiz win super sony dvd recorder canname capital australia text mquiz b
TN,ham,ham,Ã¬Ã¯ called dad oredi
TN,ham,ham,good think could send pix would love see top bottom
TN,ham,ham,nvm im going wear sport shoes anyway im going late leh
TN,ham,ham,sorry ill call later meeting
TN,ham,ham,long fuckin showr
TN,ham,ham,received understood n acted upon
TN,ham,ham,finally came fix ceiling
TN,ham,ham,u need presnts always bcz u cant mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mns prabha islove got dont mis
TN,ham,ham,jus finish blowing hair u finish dinner already
TN,ham,ham,im bus love
TN,ham,ham,lol knew saw dollar store
TP,spam,spam,please call customer service representative guaranteed cash prize
TP,spam,spam,todays voda numbers ending selected receive reward match please call quoting claim code standard rates apply
TN,ham,ham,saturday sunday holiday difficult
TN,ham,ham,everybody fun evening miss
TN,ham,ham,got hella gas money want go grand nature adventure galileo little bit
TN,ham,ham,im meeting call later
TN,ham,ham,oh wow thats gay firmware update help
TN,ham,ham,wont move morphine
TN,ham,ham,come din c yup cut hair
TN,ham,ham,k k pa lunch aha
TN,ham,ham,oh ho first time u use type words
TN,ham,ham,captain vijaykanth comedy captain tvhe drunken
TN,ham,ham,course guess gods got hold right
TN,ham,ham,hide anythiing keeping distance
TN,ham,ham,havent
TP,spam,spam,ripped get mobile content wwwclubmobycom call polytruepixringtonesgames six downloads
TN,ham,ham,sorry din lock keypad
TN,ham,ham,u got persons story
TN,ham,ham,planning come chennai
TP,spam,spam,tried contact reply offer video phone anytime network mins half price line rental camcorder reply call
TN,ham,ham,god created gap btwn ur fingers dat vry special fill gaps holding ur hands plz dont ask created much gap legs
TN,ham,ham,okay going sleep later
TN,ham,ham,please protect ethreats sib never asks sensitive information like passwordsatmsms pin thru email never share password anybody
TN,ham,ham,finally happened aftr decades beer cheaper petrol goverment expects us drink dont drive
TP,spam,spam,xmas reward waiting computer randomly picked loyal mobile customers receive reward call
TN,ham,ham,r e meeting tmr
TN,ham,ham,lol yes add spice day
TN,ham,ham,hope great day
TN,ham,ham,prasanth ettans mother passed away last night pray family
TN,ham,ham,k ill work something
TP,spam,spam,private account statement shows unredeemed points call identifier code expires
TN,ham,ham,message great doctor india drink appy fizz contains cancer causing age
TN,ham,ham,cant pick phone right pls send message
TN,ham,ham,call tell infront call
TN,ham,ham,ok prob
TN,ham,ham,ladies first genus second k
TN,ham,ham,yes please swimming
TN,ham,ham,mum going robinson already
TN,ham,ham,ok set let u noe e details later
TN,ham,ham,nottel software name
TN,ham,ham,send print outs da
TN,ham,ham,im realy soz imat mums
TN,ham,ham,born god said oh another idiot born
TN,ham,ham,didnt get ur full msgsometext missing send
TN,ham,ham,probably im almost gas get cash tomorrow
TP,spam,spam,customer service announcement recently tried make delivery unable please call reschedule
TN,ham,ham,forgot ask smth theres card da present lei Ã¬Ã¯ want write smth sign
TN,ham,ham,im leaving house
FN,spam,ham,hi babe chloe r u smashed saturday night great weekend u missing sp visionsmscom text stop stop
TN,ham,ham,Ã¬Ã¯ ready call
TN,ham,ham,wewa iriver mb
TN,ham,ham,good thing im getting connection bw
TN,ham,ham,sry dajst nw came home
TN,ham,ham,thats cool hell night lem know youre around
TN,ham,ham,staying town
TN,ham,ham,haha yeah oz kind shitload
TN,ham,ham,ok u take shopping u get paid
TN,ham,ham,life means lot love life love people life world calls friends call world ge
TN,ham,ham,alright well bring see like ltgt mins
TN,ham,ham,pls dont play others life
TN,ham,ham,eatin lunch
TN,ham,ham,hmmmbut give one day
TN,ham,ham,didnt try g decided head
TN,ham,ham,ok prob
TN,ham,ham,surly ill give coming review
TN,ham,ham,march ending ready call sure problem capital never complete far hows work ladies
TN,ham,ham,tessypls favor pls convey birthday wishes nimyapls dnt forget today birthday shijas
TN,ham,ham,pls give food preferably pap slowly loads sugar take hour give water slowly
TP,spam,spam,urgent mobile awarded bonus caller prize attempt contact call
TN,ham,ham,guy gets used dumb realize
TN,ham,ham,okey dokey iÃ»ll bit sorting stuff
TN,ham,ham,dawhats plan
TN,ham,ham,yes fine
TP,spam,spam,win winner mr foley ipod exciting prizes soon keep eye ur mobile visit
FP,ham,spam,liked new mobile
FP,ham,spam,anytime
TN,ham,ham,mmmmmmm snuggles deep contented sigh whispers fucking love much barely stand
TN,ham,ham,yar say got error
TN,ham,ham,hey anyway
TN,ham,ham,wow healthy old airport rd lor cant thk anything else ill b bathing dog later
TN,ham,ham,wif family booking tour package
TN,ham,ham,say bold torch later one torch
TN,ham,ham,haha awesome might need take doin tonight
TN,ham,ham,ya knw u vl givits ok thanks kanoanyway enjoy wit ur family wit salary
TN,ham,ham,huh slow tot u reach long ago liao u days leh
TN,ham,ham,thats cool princess cover face hot sticky cum
TN,ham,ham,big brotherÃ»s really scraped barrel shower social misfits
TN,ham,ham,oops thk dun haf enuff go check tell
TN,ham,ham,min go lunch
TN,ham,ham,hey happened u switch ur cell whole day isnt good u care give call tomorrow
TN,ham,ham,k addie amp art ill get home
TN,ham,ham,uncles atlanta wish guys great semester
TN,ham,ham,aiyo lesson early im still sleepin haha okie u go home liao den confirm w lor
TN,ham,ham,forgot tell smth like number sections clearer
TN,ham,ham,yup anything lor u dun wan ok
TN,ham,ham,im home love still awake loving kiss
TN,ham,ham,hello peach cake tasts lush
TP,spam,spam,free game get rayman golf free games arcade get ur games settings reply post save press key arcade termsapply
TN,ham,ham,therell minor shindig place later tonight interested
TN,ham,ham,jason says cool pick place like hour
TP,spam,spam,mobile mths update latest cameravideo phones free keep ur number get extra free minstexts text yes call
TN,ham,ham,career tel added u contact indyarockscom send free sms remove phonebook sms ltgt
TN,ham,ham,ive reached already
TN,ham,ham,dont know ask brother nothing problem thing told
TN,ham,ham,keng rocking ashes
TN,ham,ham,wat time r going xins hostel
TN,ham,ham,good morning dear shijutta great amp successful day
TP,spam,spam,buy space invaders chance win orig arcade game console press games arcade std wap charge see terms settings purchase
TN,ham,ham,oh kafter placement ah
TN,ham,ham,possession especially first offense
TN,ham,ham,nt driving even many reasons called bbdthts chikku hw abt dvg coldheard tht vinobanagar violence hw conditionand hw ru problem
TN,ham,ham,bought test yesterday something lets know exact day u ovulatewhen get pls pls dont fret know u r worried pls relax also anything ur past history u need tell
TN,ham,ham,pizza u want
TN,ham,ham,keep seeing weird shit bein woah realising actually reasonable im oh
TN,ham,ham,many happy returns day wish happy birthday
TN,ham,ham,ya nice ready thursday
TN,ham,ham,hospital da return home evening
TN,ham,ham,thinking u x
TP,spam,spam,camera awarded sipix digital camera call fromm landline delivery within days
TN,ham,ham,orh tot u say still dun believe
TN,ham,ham,put sign choose number pin show right
TN,ham,ham,beauty life next second hides thousands secrets wish every second wonderful ur life gud
TN,ham,ham,thanx u darlinim cool thanx bday drinks nite take care c u soonxxx
TN,ham,ham,youre still maybe leave credit card get gas get back like told
TP,spam,spam,weekly coolmob tones ready download weeks new tones include crazy frogaxel f akonlonely black eyeddont p info n
TN,ham,ham,well boy glad g wasted night applebees nothing
FN,spam,ham,cashbincouk get lots cash weekend wwwcashbincouk dear welcome weekend got biggest best ever cash give away
TN,ham,ham,ok lor u wan go look u
TN,ham,ham,u wan haf lunch im da canteen
TN,ham,ham,dont make life stressfull always find time laugh may add years life surely adds life ur years gud dreams
TN,ham,ham,hey looks like wrong one kappa guys numbers still phone want text see hes around
TP,spam,spam,urgent mobile number awarded prize guaranteed call land line claim valid
TP,spam,spam,thanks continued support question week enter u draw cash name new us president txt ans
TN,ham,ham,im home doc gave pain meds says everything fine
TN,ham,ham,Ã¬ ardÃ¬Ã¤ rest ard leastwhich Ã¬ price Ã¬ bedrm
TN,ham,ham,lovely night xxx
TN,ham,ham,prepare pleasured
FP,ham,spam,hitechnical supportproviding assistance us customer call email
TN,ham,ham,text way cup stop work bus
TN,ham,ham,whens radio show
TP,spam,spam,unique user id removal send stop customer services
TN,ham,ham,im sure still available though
TN,ham,ham,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memories feeling
TN,ham,ham,cheers lou yeah goodnite shame u neva came c ya gailxx
TN,ham,ham,hii got money da
TN,ham,ham,hi mobile ltgt added contact list wwwfullonsmscom great place send free sms people visit fullonsmscom
TN,ham,ham,ok u tell wat time u coming later lor
TN,ham,ham,u repeat e instructions wats e road name ur house
TN,ham,ham,many people seems special first sight remain special till last sight maintain till life ends shjas
TN,ham,ham,quite lor dun tell wait get complacent
TN,ham,ham,sorry completely forgot pop em round week still
TN,ham,ham,u r beautiful girl ive ever seen u r baby come c common room
TN,ham,ham,cant see join denis mina denis want alone time
TN,ham,ham,sen told going join uncle finance cbe
TN,ham,ham,yup hey one day fri ask miwa jiayin take leave go karaoke
FP,ham,spam,call senthil hsbc
TN,ham,ham,especially since talk boston personal statement lol woulda changed realized said nyc says boston
TN,ham,ham,indeed way either
TP,spam,spam,urgent call landline complimentary ibiza holiday cash await collection sae tcs po box
TN,ham,ham,holy living christ taking long
TN,ham,ham,Ã¬Ã¯ thk wat eat tonight
TN,ham,ham,thanx yup coming back sun finish dinner going back hotel time flies tog exactly mth today hope well haf many mths come
TN,ham,ham,opposite side dropped
TN,ham,ham,yup izzit still raining heavily cos im e mrt cant c outside
TN,ham,ham,send resume
TN,ham,ham,gd luck ur exams
TN,ham,ham,u ask next sat make im ok lor
TN,ham,ham,sorry uncle ill keep touch
TN,ham,ham,saw guys dolls last night patrick swayze great
TP,spam,spam,urgent attempt contact u prize yesterday still awaiting collection claim call
FN,spam,ham,santa calling would little ones like call santa xmas eve call book time last tc wwwsantacallingcom
TN,ham,ham,come home dont want u miserable
TN,ham,ham,dont know shes getting messages
TN,ham,ham,cool tyler take gon na buy drop place later tonight total order quarter got enough
TN,ham,ham,guy car shop flirting got phone number paperwork called texted im nervous course may address call boss tell knowing may get fired
TN,ham,ham,reverse cheating mathematics
TN,ham,ham,plan manage
TN,ham,ham,er hello things didnÃ»t quite go plan Ã»Ã² limping slowly home followed aa exhaust hanging
TN,ham,ham,sorry delay yes masters
TN,ham,ham,call u finish come n pick u
TP,spam,spam,private account statement shows unredeemed bonus points claim call identifier code expires
TN,ham,ham,whats oga left phone home saw ur messages hope good great weekend
TN,ham,ham,dont worry though understand important put place poorly thought punishment face worst thing ever happened brb gon na go kill
TN,ham,ham,honey pls find much sell predicte nigeria many times used important reply monday
TN,ham,ham,e admin building might b slightly earlier ill call u im reaching
TN,ham,ham,fyi im usf swing room whenever
TN,ham,ham,call ltgt min thats ok
TN,ham,ham,ummmmmaah many many happy returns day dear sweet heart happy birthday dear
TN,ham,ham,Ã¬Ã¯ home work meh
TN,ham,ham,anything valuable situations first getting second loosing
TN,ham,ham,mark taking forever pick prescription pain coming back
TN,ham,ham,hows ur paper
TN,ham,ham,got smaller capacity one quite ex
FN,spam,ham,check choose babe videos smsshsexnetun fgkslpopw fgkslpo
TN,ham,ham,im good thinking
TP,spam,spam,u r winner u ave specially selected receive cash holiday flights inc speak live operator claim
TN,ham,ham,
TN,ham,ham,thought bout drink tap spile seven pub gas st broad st canal ok
TN,ham,ham,going sleep tired travel
TN,ham,ham,haha thinkin
TN,ham,ham,yup giving problems mayb ill jus leave
TN,ham,ham,lol trying make day little interesting
TN,ham,ham,long get reply defer admission til next semester
TN,ham,ham,word checkmate chess comes persian phrase shah maat means king dead goodmorning good day
TN,ham,ham,po de need job aha
TN,ham,ham,rats hey u ever vote next themes
TP,spam,spam,new mobiles must go txt nokia collect today txtauction
TN,ham,ham,hope pee burns tonite
TN,ham,ham,oh rite well im best mate pete went week longer week
TN,ham,ham,yay cant wait party together
TN,ham,ham,photoshop makes computer shut
TN,ham,ham,boys made fun today ok problem sent one message fun
TN,ham,ham,thats one issues california okay snow manageable
TP,spam,spam,private account statement shows unredeemed points call identifier code expires
TN,ham,ham,hmmm mayb try e shoppin area one forgot e name hotel
TN,ham,ham,awesome gon na soon later tonight
TN,ham,ham,need details online job
TP,spam,spam,valued vodafone customer computer picked win prize collect easy call
TN,ham,ham,missing toopray inshah allah
TN,ham,ham,pls help tell ashley cant find number oh
TN,ham,ham,escape theatre going watch kavalan minutes
FP,ham,spam,sthis increase chance winning
TN,ham,ham,either way works ltgt years old hope doesnt bother
TN,ham,ham,maybe find something else instead
TN,ham,ham,gain rights wifedont demand iti trying husband toolets see
TN,ham,ham,liked new house
TN,ham,ham,im fine hope also
TN,ham,ham,also north carolina texas atm would go gre site pay test results sent
TN,ham,ham,u
TN,ham,ham,yes baby need stretch open pussy
TN,ham,ham,thanks bomb date phone wanted say
TN,ham,ham,ok
TN,ham,ham,hey guy know breathing neck get bud anyway youd able get half track usf tonight
TN,ham,ham,response one powerful weapon occupy place others heart
FP,ham,spam,nokia phone lovly
TP,spam,spam,free messagethanks using auction subscription service skip auction txt unsubscribe txt stop customercare
TP,spam,spam,bored housewives chat n date btnational rate landlines
TN,ham,ham,sorry datoday wont come playi driving clas
TN,ham,ham,im really sorry lit hair fire
TN,ham,ham,oh shit thought trip loooooool makes much sense grins sofa reference sleep couch link sent wasnt went trip oh didnt babe go celebration rents
TN,ham,ham,okey dokey swashbuckling stuff oh
TN,ham,ham,watching cartoon listening music amp eve go temple amp church u
TN,ham,ham,tension face smiling face waste face innocent face face face face face face ltgt joker face
TN,ham,ham,dips cell dead coming u better respond else shall come back
TN,ham,ham,well know mean texting
TN,ham,ham,hi dis yijue would happy work wif
TN,ham,ham,lol oops sorry fun
TN,ham,ham,wat happened cruise thing
TN,ham,ham,know dat feelin pete wuld get em nuther place nuther time mayb
TP,spam,spam,inviting friend reply see wwwsmsacuhmmross stop send stop frnd
TN,ham,ham,worlds happiest frnds never characters dey best understanding differences
TP,spam,spam,polyphonic tone ur mob every week txt tone free get txtin tell ur friends reply hl
TN,ham,ham,yeah open chat click friend lists make list easy pie
TN,ham,ham,alright tylers got minor crisis home sooner thought asap
TN,ham,ham,whenwhere pick
TN,ham,ham,usual u call ard smth
TN,ham,ham,new theory argument wins situation loses person dont argue ur friends kick amp say im always correct
TN,ham,ham,many things antibiotic used chest abdomen gynae infections even bone infections
TN,ham,ham,poor girl cant go one day lmao
TN,ham,ham,
TP,spam,spam,todays vodafone numbers ending selected receive award number matches call receive award
TN,ham,ham,pls make note shes exposed also find school anyone else vomiting dog cat house let know later
TN,ham,ham,japanese proverb one u none itu must indian version one let none itleave finally kerala version one stop none make strike
TN,ham,ham,sounds like could lot time spent chastity device boy grins take beatings like good dog going lounge nice long bath
TN,ham,ham,worse uses half way stops better complete
TN,ham,ham,miserable dont tell u side effects birth control massive gut wrenching cramps first months didnt sleep last night
TN,ham,ham,send new number
TN,ham,ham,convey regards
TP,spam,spam,want latest video handset anytime network mins half price line rental reply call delivery tomorrow
TN,ham,ham,half years missed friendship
TN,ham,ham,cant pick phone right pls send message
TN,ham,ham,oh fucks sake shes like tallahassee
TN,ham,ham,haha first person gon na ask
TP,spam,spam,ou guaranteed latest nokia phone ipod player prize txt word collect ibhltd
TN,ham,ham,taka lor wat time u wan come n look us
TP,spam,spam,free polyphonic ringtone text super get free poly tone week sn subscription
TN,ham,ham,im reaching another stops
TN,ham,ham,didnt mean post wrote like many times ive ritten stuff let sit feeling time angry left hit send stop wasnt checked phone got car wasnt said didnt sleep bored wouldnt time clean fold laundry etc least make bed
TP,spam,spam,warner village c colin farrell swat wkend warner village get free med popcornjust show msgticketkioskvalid c tc kiosk reply sony mre film offers
TN,ham,ham,come online today night
TN,ham,ham,anything special
TN,ham,ham,im solihull want anything
TN,ham,ham,good day
TN,ham,ham,regret inform u nhs made mistakeu never actually bornplease report yor local hospital terminatedwe r sorry inconvenience
TN,ham,ham,love holiday monday feeling even go dentists hour
TN,ham,ham,way tirupur
